"","index","Job Title","Salary Estimate","Rating","Company Name","City","State","Metro Area","Industry","Sector","Lower Salary","Upper Salary","Avg Salary(K)","cost.of.living"
"294",368,"Sr. Data Analyst","$60K-$102K (Glassdoor est.)",3.6,"MassMutual
3.6","Springfield","MA","Springfield, MA","Insurance Carriers","Insurance",60,102,81,106.5
"295",369,"Senior Data & Machine Learning Scientist","$100K-$166K (Glassdoor est.)",3,"Tempus Labs
3.0","Chicago","IL","Chicago","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",100,166,133,100.1
"296",370,"Program/Data Analyst","$55K-$99K (Glassdoor est.)",3.4,"General Dynamics Information Technology
3.4","Washington","DC","Washington","IT Services","Information Technology",55,99,77,120.1
"297",371,"Data Engineer","$67K-$117K (Glassdoor est.)",4.1,"ManTech
4.1","Herndon","VA","Washington","Research & Development","Business Services",67,117,92,120.1
"298",372,"Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab","$92K-$150K (Glassdoor est.)",3.8,"Novartis
3.8","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",92,150,121,132.6
"299",375,"Principal Data Engineer, Data Platform & Insights","$116K-$209K (Glassdoor est.)",4,"Autodesk
4.0","San Francisco","CA","San Francisco","Computer Hardware & Software","Information Technology",116,209,162.5,178.6
"300",376,"RESEARCH SCIENTIST - BIOLOGICAL SAFETY","$38K-$82K (Glassdoor est.)",3.9,"Southwest Research Institute
3.9","San Antonio","TX","San Antonio","Research & Development","Business Services",38,82,60,92.7
"301",377,"Data Operations Lead","Employer Provided Salary:$85K-$90K",-1,"Muso","San Francisco","CA","San Francisco","-1","-1",85,90,87.5,178.6
"302",379,"Big Data Engineer","$62K-$119K (Glassdoor est.)",4.4,"SpringML
4.4","Indianapolis","IN","Indianapolis","Enterprise Software & Network Solutions","Information Technology",62,119,90.5,90.2
"303",380,"Data Scientist / Machine Learning Expert","$86K-$143K (Glassdoor est.)",3.8,"Novartis
3.8","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",86,143,114.5,132.6
"304",381,"Data Scientist","$93K-$149K (Glassdoor est.)",3.8,"Juniper Networks
3.8","Sunnyvale","CA","San Jose","Telecommunications Services","Telecommunications",93,149,121,173.5
"305",382,"Senior Data Scientist","$84K-$136K (Glassdoor est.)",2.2,"The Integer Group
2.2","Dallas","TX","Dallas","Advertising & Marketing","Business Services",84,136,110,98.5
"306",383,"PV Scientist","$60K-$123K (Glassdoor est.)",2.9,"Karyopharm Therapeutics Inc.
2.9","Newton","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",60,123,91.5,132.6
"307",384,"Clinical Data Analyst","$52K-$89K (Glassdoor est.)",4.1,"ManTech
4.1","Portsmouth","VA","Virginia Beach","Research & Development","Business Services",52,89,70.5,99
"308",386,"Data Engineer","$48K-$93K (Glassdoor est.)",3.7,"P2 Energy Solutions
3.7","Lafayette","LA","Lafayette, LA","Computer Hardware & Software","Information Technology",48,93,70.5,89.6
"309",387,"Computational Chemist/Data Scientist","$56K-$97K (Glassdoor est.)",3.8,"PNNL
3.8","Richland","WA","Kennewick","Energy","Oil, Gas, Energy & Utilities",56,97,76.5,99.7
"310",388,"Data Engineer","$65K-$119K (Glassdoor est.)",3.6,"MassMutual
3.6","Springfield","MA","Springfield, MA","Insurance Carriers","Insurance",65,119,92,106.5
"311",390,"Principal Data Scientist (Computational Chemistry)","$108K-$173K (Glassdoor est.)",4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City","UT","Salt Lake City","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",108,173,140.5,105.9
"312",391,"Product Engineer – Data Science","$63K-$101K (Glassdoor est.)",3.5,"Esri
3.5","Arlington","VA","Washington","Computer Hardware & Software","Information Technology",63,101,82,120.1
"313",392,"Principal Scientist, Chemistry & Immunology","$54K-$115K (Glassdoor est.)",3.3,"Rochester Regional Health
3.3","Rochester","NY","Rochester, NY","Health Care Services & Hospitals","Health Care",54,115,84.5,96.6
"314",394,"Scientist/Senior Scientist, Autoimmune","$90K-$179K (Glassdoor est.)",4.4,"Rubius Therapeutics
4.4","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",90,179,134.5,132.6
"315",396,"Data Scientist","$127K-$202K (Glassdoor est.)",3.3,"Samba TV
3.3","San Francisco","CA","San Francisco","Advertising & Marketing","Business Services",127,202,164.5,178.6
"316",397,"Market Data Analyst","$31K-$57K (Glassdoor est.)",3.4,"SV Microwave
3.4","West Palm Beach","FL","Port St. Lucie","Telecommunications Manufacturing","Telecommunications",31,57,44,101.1
"317",398,"Software Engineer - Data Visualization","$60K-$127K (Glassdoor est.)",4,"ClearEdge
4.0","Annapolis Junction","MD","Baltimore","Computer Hardware & Software","Information Technology",60,127,93.5,107
"318",399,"Data Engineer","$75K-$143K (Glassdoor est.)",4.4,"SpringML
4.4","Herndon","VA","Washington","Enterprise Software & Network Solutions","Information Technology",75,143,109,120.1
"319",400,"Staff Data Engineer","$105K-$194K (Glassdoor est.)",3.8,"Sumo Logic
3.8","Austin","TX","Austin","Computer Hardware & Software","Information Technology",105,194,149.5,106.6
"320",401,"Associate Data Engineer","$45K-$86K (Glassdoor est.)",3.5,"EAB
3.5","Washington","DC","Washington","Research & Development","Business Services",45,86,65.5,120.1
"321",403,"Senior Data Scientist","$95K-$154K (Glassdoor est.)",3.5,"Brighthouse Financial
3.5","Charlotte","NC","Charlotte","Insurance Carriers","Insurance",95,154,124.5,97.9
"322",406,"Staff BI and Data Engineer","$80K-$148K (Glassdoor est.)",2.9,"Affinity Solutions
2.9","San Jose","CA","San Jose","Advertising & Marketing","Business Services",80,148,114,173.5
"323",407,"Marketing Data Analyst","$36K-$62K (Glassdoor est.)",3.9,"Citadel Federal Credit Union
3.9","Exton","PA","Philadelphia","Banks & Credit Unions","Finance",36,62,49,103.4
"324",409,"Principal Scientist, Hematology","$54K-$115K (Glassdoor est.)",3.3,"Rochester Regional Health
3.3","Rochester","NY","Rochester, NY","Health Care Services & Hospitals","Health Care",54,115,84.5,96.6
"325",410,"Data Analyst","$50K-$92K (Glassdoor est.)",3.7,"CALIBRE Systems
3.7","Alexandria","VA","Alexandria","IT Services","Information Technology",50,92,71,86.2
"326",411,"Director - Data, Privacy and AI Governance","$67K-$135K (Glassdoor est.)",3.6,"MassMutual
3.6","Boston","MA","Boston","Insurance Carriers","Insurance",67,135,101,132.6
"327",412,"Data Scientist","$82K-$132K (Glassdoor est.)",3.5,"Esri
3.5","Redlands","CA","Riverside","Computer Hardware & Software","Information Technology",82,132,107,116.1
"328",413,"Data Scientist","$85K-$140K (Glassdoor est.)",4.7,"New England Biolabs
4.7","Ipswich","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",85,140,112.5,132.6
"329",414,"Staff Machine Learning Engineer","$138K-$224K (Glassdoor est.)",3.9,"Tapjoy
3.9","San Francisco","CA","San Francisco","Internet","Information Technology",138,224,181,178.6
"330",415,"Information Security Data Analyst","$42K-$80K (Glassdoor est.)",3.7,"Motorola Solutions
3.7","Chicago","IL","Chicago","Computer Hardware & Software","Information Technology",42,80,61,100.1
"331",416,"Lead Data Engineer","$190K-$220K(Employer est.)",4.1,"Credit Sesame
4.1","Mountain View","CA","San Jose","Internet","Information Technology",190,220,205,173.5
"332",417,"Scientist Manufacturing - Kentucky BioProcessing","$68K-$139K (Glassdoor est.)",3.1,"Reynolds American
3.1","Owensboro","KY","Owensboro","Consumer Products Manufacturing","Manufacturing",68,139,103.5,86.6
"333",419,"Data Analytics Project Manager","$34K-$92K (Glassdoor est.)",3.6,"MassMutual
3.6","Springfield","MA","Springfield, MA","Insurance Carriers","Insurance",34,92,63,106.5
"334",420,"Consultant - Analytics Consulting","$54K-$71K (Glassdoor est.)",3,"Infosys
3.0","Hartford","CT","Hartford","IT Services","Information Technology",54,71,62.5,104.8
"335",421,"Data Engineer","$65K-$124K (Glassdoor est.)",3.5,"Alignment Healthcare
3.5","Orange","CA","Los Angeles","Health Care Services & Hospitals","Health Care",65,124,94.5,140.6
"336",425,"Marketing Data Analyst","$35K-$62K (Glassdoor est.)",3.6,"San Manuel Casino
3.6","Highland","CA","Riverside","Gambling","Arts, Entertainment & Recreation",35,62,48.5,116.1
"337",426,"Senior Scientist (Neuroscience)","$109K-$200K (Glassdoor est.)",3.5,"Sunovion
3.5","Marlborough","MA","Worcester","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",109,200,154.5,113.2
"338",427,"Medical Laboratory Scientist","$18-$25 Per Hour(Glassdoor est.)",4,"Texas Health Huguley Hospital
4.0","Burleson","TX","Dallas","Health Care Services & Hospitals","Health Care",37,52,44.5,98.5
"339",428,"Machine Learning Engineer - Regulatory","$61K-$113K (Glassdoor est.)",3.7,"Cboe Global Markets
3.7","Lenexa","KS","Kansas City","Stock Exchanges","Finance",61,113,87,91.6
"340",429,"R&D Specialist/ Food Scientist","$39K-$66K (Glassdoor est.)",2.4,"Teasdale Latin Foods
2.4","Hoopeston","IL","Danville, IL","Food & Beverage Manufacturing","Manufacturing",39,66,52.5,83.9
"341",430,"Data Engineer","$43K-$86K (Glassdoor est.)",3.2,"Guidepoint
3.2","New York","NY","New York","Research & Development","Business Services",43,86,64.5,128
"342",431,"Scientist, Bacteriology","$74K-$149K (Glassdoor est.)",2.1,"Cerus Corporation
2.1","Concord","CA","San Francisco","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",74,149,111.5,178.6
"343",433,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence","$113K-$196K (Glassdoor est.)",3.7,"Takeda Pharmaceuticals
3.7","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",113,196,154.5,132.6
"344",434,"Senior Research Scientist-Machine Learning","$81K-$167K (Glassdoor est.)",2.6,"Software Engineering Institute
2.6","Pittsburgh","PA","Pittsburgh","Colleges & Universities","Education",81,167,124,93.1
"345",435,"Senior Data Scientist","$97K-$160K (Glassdoor est.)",4.4,"Maven Wave Partners
4.4","Chicago","IL","Chicago","Consulting","Business Services",97,160,128.5,100.1
"346",437,"Clinical Laboratory Scientist","$24-$39 Per Hour(Glassdoor est.)",3.7,"Vail Health
3.7","Vail","CO","Glenwood Springs","Health Care Services & Hospitals","Health Care",49,81,65,127.8
"347",442,"Analytics Manager - Data Mart","$42K-$86K (Glassdoor est.)",3.5,"Central California Alliance for Health
3.5","Scotts Valley","CA","Santa Cruz","Health Care Services & Hospitals","Health Care",42,86,64,163.9
"348",443,"Sr. Data Engineer - Contract-to-Hire (Java)","$69K-$127K (Glassdoor est.)",3,"Pilot Flying J Travel Centers LLC
3.0","Knoxville","TN","Knoxville","Gas Stations","Retail",69,127,98,91.6
"349",444,"Data Scientist - Algorithms & Inference","$110K-$175K (Glassdoor est.)",4.2,"Nuna
4.2","San Francisco","CA","San Francisco","Enterprise Software & Network Solutions","Information Technology",110,175,142.5,178.6
"350",446,"Senior Data Scientist - R&D Oncology","$102K-$172K (Glassdoor est.)",3.9,"AstraZeneca
3.9","New York","NY","New York","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",102,172,137,128
"351",447,"Data Engineer","$74K-$124K (Glassdoor est.)",4,"Pinnacol Assurance
4.0","Denver","CO","Denver","Insurance Carriers","Insurance",74,124,99,112.1
"352",448,"Food Scientist - Developer","$40K-$68K (Glassdoor est.)",3.3,"Palermo's Pizza
3.3","Milwaukee","WI","Milwaukee","Food & Beverage Manufacturing","Manufacturing",40,68,54,93.8
"353",449,"Senior Data Scientist","$108K-$171K (Glassdoor est.)",4.4,"MathWorks
4.4","Natick","MA","Boston","Computer Hardware & Software","Information Technology",108,171,139.5,132.6
"354",450,"Data Engineer","$76K-$142K (Glassdoor est.)",3.4,"MetroStar Systems
3.4","Rockville","MD","Washington","IT Services","Information Technology",76,142,109,120.1
"355",452,"Director II, Data Science - GRM Actuarial","$202K-$306K (Glassdoor est.)",3.3,"Liberty Mutual Insurance
3.3","Chicago","IL","Chicago","Insurance Carriers","Insurance",202,306,254,100.1
"356",454,"Scientist, Molecular/Cellular Biologist","$49K-$97K (Glassdoor est.)",2.9,"Audentes Therapeutics
2.9","South San Francisco","CA","San Francisco","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",49,97,73,178.6
"357",455,"Staff Scientist-Downstream Process Development","$49K-$113K (Glassdoor est.)",2.7,"Advanced BioScience Laboratories
2.7","Rockville","MD","Washington","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",49,113,81,120.1
"358",456,"MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB","$21-$34 Per Hour(Glassdoor est.)",3.6,"Beebe Healthcare
3.6","Millville","DE","Salisbury","Health Care Services & Hospitals","Health Care",43,70,56.5,103.2
"359",458,"Scientist - Analytical Services","$65K-$134K (Glassdoor est.)",3.1,"Reynolds American
3.1","Winston-Salem","NC","Winston-Salem","Consumer Products Manufacturing","Manufacturing",65,134,99.5,91.2
"360",459,"Associate Data Analyst- Graduate Development Program","$32K-$59K (Glassdoor est.)",3.3,"National Interstate
3.3","Richfield","OH","Cleveland, OH","Insurance Carriers","Insurance",32,59,45.5,90
"361",461,"Sr. Data Engineer","$87K-$158K (Glassdoor est.)",4.5,"Moser Consulting
4.5","Indianapolis","IN","Indianapolis","Consulting","Business Services",87,158,122.5,90.2
"362",462,"Senior Insurance Data Scientist","$107K-$173K (Glassdoor est.)",3.9,"TransUnion
3.9","Chicago","IL","Chicago","Financial Analytics & Research","Finance",107,173,140,100.1
"363",463,"Senior Data Science Systems Engineer","$56K-$99K (Glassdoor est.)",3.2,"MITRE
3.2","Hampton","VA","Virginia Beach","Federal Agencies","Government",56,99,77.5,99
"364",464,"ENVIRONMENTAL ENGINEER/SCIENTIST","Employer Provided Salary:$25-$28 Per Hour",3.3,"Mcphail Associates
3.3","Cambridge","MA","Boston","Construction","Construction, Repair & Maintenance",52,58,55,132.6
"365",466,"Senior Scientist - Regulatory Submissions","$80K-$155K (Glassdoor est.)",3.1,"Reynolds American
3.1","Winston-Salem","NC","Winston-Salem","Consumer Products Manufacturing","Manufacturing",80,155,117.5,91.2
"366",467,"Scientist - Biomarker and Flow Cytometry","$43K-$98K (Glassdoor est.)",2.4,"Crown Bioscience
2.4","San Diego","CA","San Diego","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",43,98,70.5,136.2
"367",468,"Revenue Analytics Manager","$45K-$78K (Glassdoor est.)",4.8,"HOVER
4.8","San Francisco","CA","San Francisco","Computer Hardware & Software","Information Technology",45,78,61.5,178.6
"368",469,"Associate Scientist, LC/MS Biologics","$44K-$96K (Glassdoor est.)",2.9,"Q2 Solutions
2.9","Ithaca","NY","Ithaca","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",44,96,70,101.7
"369",470,"Sr. Scientist Method Development","$50K-$110K (Glassdoor est.)",2.9,"Q2 Solutions
2.9","Marietta","GA","Atlanta","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",50,110,80,100.3
"370",471,"IT - Data Engineer II","$61K-$119K (Glassdoor est.)",3.4,"Arbella Insurance
3.4","Quincy","MA","Boston","Insurance Carriers","Insurance",61,119,90,132.6
"371",472,"Research Scientist, Immunology - Cancer Biology","Employer Provided Salary:$100K-$140K",-1,"Kronos Bio","Cambridge","MA","Boston","-1","-1",100,140,120,132.6
"372",473,"Project Scientist - Auton Lab, Robotics Institute","$56K-$91K (Glassdoor est.)",2.6,"Software Engineering Institute
2.6","Pittsburgh","PA","Pittsburgh","Colleges & Universities","Education",56,91,73.5,93.1
"373",476,"Data Scientist","$68K-$114K (Glassdoor est.)",3.8,"Zimmerman Advertising
3.8","Fort Lauderdale","FL","Miami","Advertising & Marketing","Business Services",68,114,91,110.1
"374",477,"Data Scientist","Employer Provided Salary:$150K-$160K",5,"BPA Services
5.0","Washington","DC","Washington","Enterprise Software & Network Solutions","Information Technology",150,160,155,120.1
"375",479,"Enterprise Architect, Data","$101K-$158K (Glassdoor est.)",3.6,"MassMutual
3.6","Boston","MA","Boston","Insurance Carriers","Insurance",101,158,129.5,132.6
"376",482,"Senior Manager, Epidemiologic Data Scientist","$125K-$210K (Glassdoor est.)",4,"Pfizer
4.0","New York","NY","New York","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",125,210,167.5,128
"377",483,"Corporate Risk Data Analyst (SQL Based) - Milwaukee or","$43K-$77K (Glassdoor est.)",3.8,"Associated Banc-Corp
3.8","Green Bay","WI","Green Bay","Banks & Credit Unions","Finance",43,77,60,91.4
"378",485,"Lead Data Scientist","$139K-$221K (Glassdoor est.)",3.9,"Zest AI
3.9","Burbank","CA","Los Angeles","Financial Analytics & Research","Finance",139,221,180,140.6
"379",486,"Marketing Data Analyst, May 2020 Undergrad","$44K-$86K (Glassdoor est.)",3.8,"Fareportal
3.8","New York","NY","New York","Travel Agencies","Travel & Tourism",44,86,65,128
"380",487,"Senior Data Engineer","$78K-$147K (Glassdoor est.)",4.3,"Genesys
4.3","Durham","NC","Durham","Computer Hardware & Software","Information Technology",78,147,112.5,99.8
"381",488,"Senior Data Analyst","$65K-$110K (Glassdoor est.)",1.9,"Moda Operandi
1.9","New York","NY","New York","Department, Clothing, & Shoe Stores","Retail",65,110,87.5,128
"382",489,"Data Modeler - Data Solutions Engineer","$37K-$66K (Glassdoor est.)",3.3,"Liberty Mutual Insurance
3.3","Indianapolis","IN","Indianapolis","Insurance Carriers","Insurance",37,66,51.5,90.2
"383",490,"Associate Environmental Scientist - Wildlife Biologist","$38K-$64K (Glassdoor est.)",4.7,"QK
4.7","Clovis","CA","Fresno","Architectural & Engineering Services","Business Services",38,64,51,105.9
"384",491,"Associate, Data Science, Internal Audit","$43K-$82K (Glassdoor est.)",3.1,"Santander
3.1","Boston","MA","Boston","Banks & Credit Unions","Finance",43,82,62.5,132.6
"385",492,"Sr Data Engineer (Sr BI Developer)","$90K-$110K(Employer est.)",3.4,"Tivity Health
3.4","Chandler","AZ","Phoenix","Health Care Services & Hospitals","Health Care",90,110,100,104.3
"386",493,"Data Engineer","$61K-$109K (Glassdoor est.)",4.4,"BRMi
4.4","Chantilly","VA","Washington","IT Services","Information Technology",61,109,85,120.1
"387",494,"Senior LiDAR Data Scientist","$93K-$151K (Glassdoor est.)",3.9,"Luminar Technologies
3.9","Orlando","FL","Orlando","Computer Hardware & Software","Information Technology",93,151,122,101.4
"388",495,"Salesforce Analytics Consultant","$52K-$81K (Glassdoor est.)",3.9,"Emtec, Inc.
3.9","Chicago","IL","Chicago","Enterprise Software & Network Solutions","Information Technology",52,81,66.5,100.1
"389",496,"Technology-Minded, Data Professional Opportunities","$40K-$101K (Glassdoor est.)",4.7,"Veterans United Home Loans
4.7","Columbia","MO","Columbia, MO","Lending","Finance",40,101,70.5,89.8
"390",497,"Senior Data Engineer","$97K-$180K (Glassdoor est.)",4.7,"Praetorian
4.7","Austin","TX","Austin","Security Services","Business Services",97,180,138.5,106.6
"391",498,"Managing Data Scientist/ML Engineer","$81K-$134K (Glassdoor est.)",3.4,"PA Consulting
3.4","Boston","MA","Boston","Consulting","Business Services",81,134,107.5,132.6
"392",499,"Scientist, Pharmacometrics","$84K-$157K (Glassdoor est.)",3.8,"Agios Pharmaceuticals
3.8","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",84,157,120.5,132.6
"393",500,"Staff Scientist- Upstream PD","$49K-$113K (Glassdoor est.)",2.7,"Advanced BioScience Laboratories
2.7","Rockville","MD","Washington","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",49,113,81,120.1
"394",501,"Scientist Manufacturing Pharma - Kentucky BioProcessing","$68K-$139K (Glassdoor est.)",3.1,"Reynolds American
3.1","Owensboro","KY","Owensboro","Consumer Products Manufacturing","Manufacturing",68,139,103.5,86.6
"395",502,"Sr. Data Engineer","$75K-$140K (Glassdoor est.)",3.4,"Echo Global Logistics
3.4","Chicago","IL","Chicago","Transportation Management","Transportation & Logistics",75,140,107.5,100.1
"396",505,"Lead Big Data Engineer","$121K-$203K (Glassdoor est.)",4,"Glassdoor
4.0","San Francisco","CA","San Francisco","Internet","Information Technology",121,203,162,178.6
"397",506,"Product Engineer – Spatial Data Science and Statistical Analysis","$52K-$85K (Glassdoor est.)",3.5,"Esri
3.5","Redlands","CA","Riverside","Computer Hardware & Software","Information Technology",52,85,68.5,116.1
"398",507,"Sr Software Engineer (Data Scientist)","$81K-$140K (Glassdoor est.)",3.4,"Assurant
3.4","Westlake","OH","Cleveland, OH","Insurance Carriers","Insurance",81,140,110.5,90
"399",508,"College Hire - Data Scientist - Open to December 2019 Graduates","$63K-$99K (Glassdoor est.)",3.7,"Caterpillar
3.7","Peoria","IL","Peoria","Industrial Manufacturing","Manufacturing",63,99,81,86.7
"400",509,"Senior Data Scientist","$110K-$150K(Employer est.)",4.3,"Equity Residential
4.3","Chicago","IL","Chicago","Real Estate","Real Estate",110,150,130,100.1
"401",510,"Sr. Data Engineer (ETL Developer)","$83K-$148K (Glassdoor est.)",3.7,"F&G
3.7","Des Moines","IA","Des Moines","Insurance Carriers","Insurance",83,148,115.5,91.7
"402",512,"Senior Data Scientist Artificial Intelligence","$60K-$101K (Glassdoor est.)",3.8,"PNNL
3.8","Richland","WA","Kennewick","Energy","Oil, Gas, Energy & Utilities",60,101,80.5,99.7
"403",516,"Analytics - Business Assurance Data Analyst","$31K-$55K (Glassdoor est.)",4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids","IA","Cedar Rapids","Lending","Finance",31,55,43,88.1
"404",517,"Associate Director/Director, Safety Scientist","$102K-$178K (Glassdoor est.)",4.4,"Acceleron Pharma
4.4","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",102,178,140,132.6
"405",518,"Senior Scientist, Cell Pharmacology/Assay Development","Employer Provided Salary:$110K-$130K",-1,"Kronos Bio","Cambridge","MA","Boston","-1","-1",110,130,120,132.6
"406",519,"Data Analyst Senior","$48K-$85K (Glassdoor est.)",3,"AmeriHealth Caritas
3.0","Philadelphia","PA","Philadelphia","Insurance Carriers","Insurance",48,85,66.5,103.4
"407",520,"Lead Data Engineer (Python)","$66K-$123K (Glassdoor est.)",4.7,"Strategic Employment Partners
4.7","San Francisco","CA","San Francisco","Staffing & Outsourcing","Business Services",66,123,94.5,178.6
"408",521,"Senior Data Scientist 4 Artificial Intelligence","$92K-$146K (Glassdoor est.)",3.8,"PNNL
3.8","Seattle","WA","Seattle","Energy","Oil, Gas, Energy & Utilities",92,146,119,124.6
"409",522,"Medical Lab Scientist - MLT","$21-$29 Per Hour(Glassdoor est.)",3.2,"Catholic Health Initiatives
3.2","Omaha","NE","Omaha","Health Care Services & Hospitals","Health Care",43,60,51.5,92.9
"410",523,"Senior Operations Data Analyst, Call Center Operations","$10-$17 Per Hour(Glassdoor est.)",2.7,"FLEETCOR
2.7","Nashville","TN","Nashville","Financial Transaction Processing","Finance",20,35,27.5,100.1
"411",524,"Director II, Data Science - GRS Predictive Analytics","$150K-$239K (Glassdoor est.)",3.3,"Liberty Mutual Insurance
3.3","Chicago","IL","Chicago","Insurance Carriers","Insurance",150,239,194.5,100.1
"412",525,"RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT","$52K-$91K (Glassdoor est.)",3.9,"Southwest Research Institute
3.9","San Antonio","TX","San Antonio","Research & Development","Business Services",52,91,71.5,92.7
"413",526,"Geospatial Software Developer and Data Scientist","$82K-$129K(Employer est.)",3.7,"Applied Research Laboratories
3.7","Austin","TX","Austin","Colleges & Universities","Education",82,129,105.5,106.6
"414",528,"Senior Scientist - Toxicologist - Product Integrity (Stewardship)","$47K-$101K (Glassdoor est.)",3.1,"Reynolds American
3.1","Winston-Salem","NC","Winston-Salem","Consumer Products Manufacturing","Manufacturing",47,101,74,91.2
"415",530,"Systems Engineer II - Data Analyst","$49K-$76K (Glassdoor est.)",3.7,"Raytheon
3.7","Huntsville","AL","Huntsville, AL","Aerospace & Defense","Aerospace & Defense",49,76,62.5,91.3
"416",532,"Senior Research Analytical Scientist-Non-Targeted Analysis","$43K-$88K (Glassdoor est.)",4.3,"RTI International
4.3","Durham","NC","Durham","Research & Development","Business Services",43,88,65.5,99.8
"417",533,"Director Data Science","$124K-$199K (Glassdoor est.)",3.6,"TRANZACT
3.6","Fort Lee","NJ","New York","Advertising & Marketing","Business Services",124,199,161.5,128
"418",534,"Sr Data Analyst - IT","$52K-$93K (Glassdoor est.)",2.1,"United BioSource
2.1","Blue Bell","PA","Philadelphia","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",52,93,72.5,103.4
"419",535,"Senior Data Engineer","$97K-$181K (Glassdoor est.)",3.9,"Figure Eight
3.9","San Francisco","CA","San Francisco","Computer Hardware & Software","Information Technology",97,181,139,178.6
"420",537,"Senior Data Engineer","$100K-$173K (Glassdoor est.)",3.9,"Tapjoy
3.9","San Francisco","CA","San Francisco","Internet","Information Technology",100,173,136.5,178.6
"421",538,"Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad","$53K-$96K (Glassdoor est.)",3.8,"Fareportal
3.8","New York","NY","New York","Travel Agencies","Travel & Tourism",53,96,74.5,128
"422",539,"Senior Scientist - Biostatistician","$65K-$96K (Glassdoor est.)",3.1,"Reynolds American
3.1","Winston-Salem","NC","Winston-Salem","Consumer Products Manufacturing","Manufacturing",65,96,80.5,91.2
"423",540,"Data Scientist","$56K-$95K (Glassdoor est.)",3.5,"Sartorius
3.5","Albuquerque","NM","Albuquerque","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",56,95,75.5,92.9
"424",541,"Data Scientist","$111K-$176K (Glassdoor est.)",4.7,"1904labs
4.7","Saint Louis","MO","St. Louis","IT Services","Information Technology",111,176,143.5,89.6
"425",542,"Data Scientist","$75K-$127K (Glassdoor est.)",5,"Royce Geospatial
5.0","Springfield","VA","Washington","Aerospace & Defense","Aerospace & Defense",75,127,101,120.1
"426",543,"Data Engineer","$65K-$119K (Glassdoor est.)",3.6,"MassMutual
3.6","Springfield","MA","Springfield, MA","Insurance Carriers","Insurance",65,119,92,106.5
"427",544,"Computational Chemist/Data Scientist","$56K-$97K (Glassdoor est.)",3.8,"PNNL
3.8","Richland","WA","Kennewick","Energy","Oil, Gas, Energy & Utilities",56,97,76.5,99.7
"428",545,"Principal Data Scientist (Computational Chemistry)","$108K-$173K (Glassdoor est.)",4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City","UT","Salt Lake City","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",108,173,140.5,105.9
"429",546,"Data Scientist","$94K-$139K (Glassdoor est.)",3.6,"Citi
3.6","Jersey City","NJ","New York","Investment Banking & Asset Management","Finance",94,139,116.5,128
"430",548,"Principal Machine Learning Scientist","$176K-$289K (Glassdoor est.)",4.7,"Sage Intacct
4.7","San Francisco","CA","San Francisco","Computer Hardware & Software","Information Technology",176,289,232.5,178.6
"431",549,"Data Scientist","$92K-$149K (Glassdoor est.)",3.5,"Scale AI
3.5","San Francisco","CA","San Francisco","Enterprise Software & Network Solutions","Information Technology",92,149,120.5,178.6
"432",550,"Product Engineer – Data Science","$63K-$101K (Glassdoor est.)",3.5,"Esri
3.5","Arlington","VA","Washington","Computer Hardware & Software","Information Technology",63,101,82,120.1
"433",552,"Principal Scientist, Chemistry & Immunology","$54K-$115K (Glassdoor est.)",3.3,"Rochester Regional Health
3.3","Rochester","NY","Rochester, NY","Health Care Services & Hospitals","Health Care",54,115,84.5,96.6
